日期,星期名,品类,需求_BLEND,YOY,窗加权批发_元kg,加成,售价,损耗率,补货,收入,进货成本,收益代理,单位可售毛利
2023-07-01,六,花叶类,161.35593638883972,149.719,3.384754270374676,0.5209125475285172,5.147915240113576,0.1283,185.10489433158165,830.6466840189048,626.5345815560742,204.11210246283065,1.2649804341313855
2023-07-01,六,花菜类,21.996704347622348,28.897,8.03314472137003,0.4563106796116505,11.698754448597132,0.1551,26.03468380592064,257.3340428412228,209.1403827880692,48.19366005315362,2.190949120901511
2023-07-01,六,水生根茎类,22.681503621663072,15.086,12.524579870096487,0.5051740357478833,18.85167242911983,0.1365,26.266941078938128,427.58427647548734,328.98240148627895,98.6018749892084,4.347237142383886
2023-07-01,六,茄类,25.842539394754027,17.165,4.509587414953201,0.5808823529411762,7.129127163345133,0.0668,27.692391121682412,184.23474956895762,124.88125849230077,59.35349107665685,2.296736020017657
2023-07-01,六,辣椒类,109.00611782623076,25.326,3.410777855318616,0.554054054054054,5.300533153535686,0.0924,120.10369967632302,577.7905414761535,409.6470391978402,168.14350227831335,1.5425143618668717
2023-07-01,六,食用菌,65.55278941198159,50.953,3.6084623863412295,0.5384615384615385,5.551480594371123,0.0945,72.39402475094599,363.9150383275126,261.23111530964457,102.68392301786804,1.5664310235911896
2023-07-02,日,花叶类,156.84733869549763,195.295,3.384754270374676,0.5209125475285172,5.147915240113576,0.1283,179.9327047097598,807.4368052418081,609.0279906464251,198.40881459538298,1.2649804341313855
2023-07-02,日,花菜类,21.3901200940345,55.851,8.03314472137003,0.4563106796116505,11.698754448597132,0.1551,25.316747655384663,250.23776260611302,203.3730977901104,46.86466481600263,2.190949120901511
2023-07-02,日,水生根茎类,20.38080667186327,28.667,12.524579870096487,0.5051740357478833,18.85167242911983,0.1365,23.602555497235983,384.2122912191863,295.61209146351695,88.60019975566934,4.347237142383886
2023-07-02,日,茄类,26.90132899083344,27.475,4.509587414953201,0.5808823529411762,7.129127163345133,0.0668,28.82697062883995,191.7829952386346,129.9977439590422,61.785251279592416,2.296736020017657
2023-07-02,日,辣椒类,104.1199884450106,55.999,3.410777855318616,0.554054054054054,5.300533153535686,0.0924,114.72012829992354,551.8914506985312,391.28487316468966,160.60657753384157,1.5425143618668717
2023-07-02,日,食用菌,56.92482328165564,45.704,3.6084623863412295,0.5384615384615385,5.551480594371123,0.0945,62.86562482789138,316.0170517861168,226.8482425852854,89.16880920083139,1.5664310235911896
2023-07-03,一,花叶类,108.80253361370283,188.672,3.384754270374676,0.5209125475285172,5.147915240113576,0.1283,124.81648917483403,560.1062209529505,422.473144747694,137.6330762052565,1.2649804341313855
2023-07-03,一,花菜类,12.804486281856624,47.944,8.03314472137003,0.4563106796116505,11.698754448597132,0.1551,15.155031698256154,149.79654085187113,121.74256288904192,28.053977962829208,2.190949120901511
2023-07-03,一,水生根茎类,13.89139360376788,63.873000000000005,12.524579870096487,0.5051740357478833,18.85167242911983,0.1365,16.08731164304329,261.8760018022025,201.4868195684288,60.38918223377368,4.347237142383886
2023-07-03,一,茄类,17.687411814168257,42.368,4.509587414953201,0.5808823529411762,7.129127163345133,0.0668,18.95350601603971,126.09580801365854,85.47249219917246,40.62331581448608,2.296736020017657
2023-07-03,一,辣椒类,67.43062526744286,58.67,3.410777855318616,0.554054054054054,5.300533153535686,0.0924,74.29553246743374,357.418264793722,253.40555688902828,104.01270790469374,1.5425143618668717
2023-07-03,一,食用菌,36.37301795740808,42.18,3.6084623863412295,0.5384615384615385,5.551480594371123,0.0945,40.16898725279744,201.92410334926333,144.94827959913988,56.97582375012345,1.5664310235911896
2023-07-04,二,花叶类,120.60720361442336,116.605,3.384754270374676,0.5209125475285172,5.147915240113576,0.1283,138.35861375980653,620.8756615541712,468.30990876662554,152.56575278754565,1.2649804341313855
2023-07-04,二,花菜类,13.0117622219338,27.955,8.03314472137003,0.4563106796116505,11.698754448597132,0.1551,15.400357701424785,152.22141117793615,123.7133021764108,28.50810900152534,2.190949120901511
2023-07-04,二,水生根茎类,13.022312182298167,20.219,12.524579870096487,0.5051740357478833,18.85167242911983,0.1365,15.08084792391218,245.49236353042164,188.8812843318169,56.611079198604756,4.347237142383886
2023-07-04,二,茄类,15.680713066353537,17.802,4.509587414953201,0.5808823529411762,7.129127163345133,0.0668,16.803164451729035,111.78979746196195,75.77533894290627,36.01445851905568,2.296736020017657
2023-07-04,二,辣椒类,65.95777227146975,47.458,3.410777855318616,0.554054054054054,5.300533153535686,0.0924,72.67273278037655,349.6113586582822,247.8705476527956,101.74081100548659,1.5425143618668717
2023-07-04,二,食用菌,36.65596424507458,36.688,3.6084623863412295,0.5384615384615385,5.551480594371123,0.0945,40.481462446244706,203.49487417449325,146.07583458135903,57.419039593134215,1.5664310235911896
2023-07-05,三,花叶类,115.60927229608969,133.21,3.384754270374676,0.5209125475285172,5.147915240113576,0.1283,132.62506859709725,595.1467347514804,448.90326729275927,146.2434674587211,1.2649804341313855
2023-07-05,三,花菜类,14.70787068846105,42.64,8.03314472137003,0.4563106796116505,11.698754448597132,0.1551,17.407824225897798,172.06376764602507,139.83957129080824,32.22419635521683,2.190949120901511
2023-07-05,三,水生根茎类,14.056544653874248,34.508,12.524579870096487,0.5051740357478833,18.85167242911983,0.1365,16.278569373334392,264.9893753001329,203.8822422872331,61.107133012899794,4.347237142383886
2023-07-05,三,茄类,15.557403391470627,17.524,4.509587414953201,0.5808823529411762,7.129127163345133,0.0668,16.671028066299428,110.91070710925095,75.17945836211551,35.73124874713544,2.296736020017657
2023-07-05,三,辣椒类,65.32837304947677,49.728,3.410777855318616,0.554054054054054,5.300533153535686,0.0924,71.97925633481354,346.2752072152988,245.50525354908422,100.76995366621458,1.5425143618668717
2023-07-05,三,食用菌,38.72291168770878,50.367,3.6084623863412295,0.5384615384615385,5.551480594371123,0.0945,42.764121134962764,214.96949279186202,154.31272260045316,60.65677019140887,1.5664310235911896
2023-07-06,四,花叶类,98.08005655155952,164.461,3.384754270374676,0.5209125475285172,5.147915240113576,0.1283,112.51583865040669,504.9078178729747,380.83846535675207,124.06935251622264,1.2649804341313855
2023-07-06,四,花菜类,14.09300874396115,31.186,8.03314472137003,0.4563106796116505,11.698754448597132,0.1551,16.68009083200515,164.87064873753377,133.9935836190948,30.877065118438964,2.190949120901511
2023-07-06,四,水生根茎类,14.993013459293469,39.018,12.524579870096487,0.5051740357478833,18.85167242911983,0.1365,17.363072911746926,282.64337845998523,217.46519347348314,65.17818498650209,4.347237142383886
2023-07-06,四,茄类,14.279335616755978,9.038,4.509587414953201,0.5808823529411762,7.129127163345133,0.0668,15.301474085679358,101.79919941993667,69.00333496701218,32.79586445292449,2.296736020017657
2023-07-06,四,辣椒类,63.63395701094701,51.119,3.410777855318616,0.554054054054054,5.300533153535686,0.0924,70.11233694463091,337.2938988271892,239.13760623538437,98.15629259180483,1.5425143618668717
2023-07-06,四,食用菌,34.26475121838083,32.226,3.6084623863412295,0.5384615384615385,5.551480594371123,0.0945,37.84069709373919,190.22010145979547,136.54673213568972,53.67336932410575,1.5664310235911896
